awarding_agency_code,awarding_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_office_code,funding_office_name
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),R20103,USS AMERICA LHA 6
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),R21902,USS CHIEF MCM 14
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),R23168,USS NEW ORLEANS LPD 18
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),R55308,COMEXSTRIKGRU SEVEN
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),R57078,NAVAL BEACH UNIT SEVEN
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),R75102,COMNAVSURFPAC
97,DEPARTMENT OF DEFENSE (DOD),N68292,NAVAL HOSPITAL YOKOSUKA,97,DEPARTMENT OF DEFENSE (DOD),N68292,NAVAL HOSPITAL YOKOSUKA
97,DEPARTMENT OF DEFENSE (DOD),N68303,NROTC MARITIME COLLEGE BRONX,97,DEPARTMENT OF DEFENSE (DOD),N3560P,NSTC GREAT LAKES PENSACOLA PRO SRI
97,DEPARTMENT OF DEFENSE (DOD),N68306,NAV REG MA RCC NORFOLK,97,DEPARTMENT OF DEFENSE (DOD),N68306,NAV REG MA RCC NORFOLK
97,DEPARTMENT OF DEFENSE (DOD),N68322,NAVAL EDUCATION AND TRAINING,97,DEPARTMENT OF DEFENSE (DOD),N00076,NAVAL EDUCATION AND TRAINING
97,DEPARTMENT OF DEFENSE (DOD),N68322,NAVAL EDUCATION AND TRAINING,97,DEPARTMENT OF DEFENSE (DOD),N33589,NETC IT SUPPORT
97,DEPARTMENT OF DEFENSE (DOD),N68322,NAVAL EDUCATION AND TRAINING,97,DEPARTMENT OF DEFENSE (DOD),N3477B,CENTER FOR NAVAL AVIATION
97,DEPARTMENT OF DEFENSE (DOD),N68322,NAVAL EDUCATION AND TRAINING,97,DEPARTMENT OF DEFENSE (DOD),N3560A,NAVAL SERVICE TRAINING COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N68322,NAVAL EDUCATION AND TRAINING,97,DEPARTMENT OF DEFENSE (DOD),N63082,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N68322,NAVAL EDUCATION AND TRAINING,97,DEPARTMENT OF DEFENSE (DOD),N65971,NAVAL CONSTRUCTION TRAINING CENTER
97,DEPARTMENT OF DEFENSE (DOD),N68322,NAVAL EDUCATION AND TRAINING,97,DEPARTMENT OF DEFENSE (DOD),N68045,CHIEF OF NAVAL EDUCATION AND TRNG
97,DEPARTMENT OF DEFENSE (DOD),N68322,NAVAL EDUCATION AND TRAINING,97,DEPARTMENT OF DEFENSE (DOD),N68322,NAVAL EDUCATION AND TRAINING
97,DEPARTMENT OF DEFENSE (DOD),N68323,COMMANDER NAVAL LEGAL SERV COMMAND,97,DEPARTMENT OF DEFENSE (DOD),N44690,NAVY CIVIL LAW SUPPORT ACTIVITY
97,DEPARTMENT OF DEFENSE (DOD),N68323,COMMANDER NAVAL LEGAL SERV COMMAND,97,DEPARTMENT OF DEFENSE (DOD),N68323,COMMANDER NAVAL LEGAL SERV COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N68323,COMMANDER NAVAL LEGAL SERV COMMAND,97,DEPARTMENT OF DEFENSE (DOD),N68383,NAVAL OCEANOGRAPHY ASW CENTER
97,DEPARTMENT OF DEFENSE (DOD),N68328,NAV REG NW RCC EVERETT,97,DEPARTMENT OF DEFENSE (DOD),N68328,NAV REG NW RCC EVERETT
97,DEPARTMENT OF DEFENSE (DOD),N68330,NAVY REGION MID ATLANTIC RESERVE,97,DEPARTMENT OF DEFENSE (DOD),N68330,NAVY REGION MID ATLANTIC RESERVE
97,DEPARTMENT OF DEFENSE (DOD),N68335,"NAVAIR LAKEHURST SE STAGING FA, 547",97,DEPARTMENT OF DEFENSE (DOD),N00014,OFFICE OF NAVAL RESEARCH
97,DEPARTMENT OF DEFENSE (DOD),N68335,"NAVAIR LAKEHURST SE STAGING FA, 547",97,DEPARTMENT OF DEFENSE (DOD),N00019,NAVAL AIR SYSTEMS COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N68335,"NAVAIR LAKEHURST SE STAGING FA, 547",97,DEPARTMENT OF DEFENSE (DOD),N00024,NAVSEA HQ
97,DEPARTMENT OF DEFENSE (DOD),N68335,"NAVAIR LAKEHURST SE STAGING FA, 547",97,DEPARTMENT OF DEFENSE (DOD),N00164,NSWC CRANE
97,DEPARTMENT OF DEFENSE (DOD),N68335,"NAVAIR LAKEHURST SE STAGING FA, 547",97,DEPARTMENT OF DEFENSE (DOD),N00167,NSWC CARDEROCK
97,DEPARTMENT OF DEFENSE (DOD),N68335,"NAVAIR LAKEHURST SE STAGING FA, 547",97,DEPARTMENT OF DEFENSE (DOD),N00178,NSWC DAHLGREN
97,DEPARTMENT OF DEFENSE (DOD),N68335,"NAVAIR LAKEHURST SE STAGING FA, 547",97,DEPARTMENT OF DEFENSE (DOD),N0024B,NAVSEA 01P1 ERP
97,DEPARTMENT OF DEFENSE (DOD),N68335,"NAVAIR LAKEHURST SE STAGING FA, 547",97,DEPARTMENT OF DEFENSE (DOD),N00253,NAVAL UNDERSEA WARFARE CENTER
97,DEPARTMENT OF DEFENSE (DOD),N68335,"NAVAIR LAKEHURST SE STAGING FA, 547",97,DEPARTMENT OF DEFENSE (DOD),N00421,NAVAL AIR WARFARE CENTER AIR DIV
97,DEPARTMENT OF DEFENSE (DOD),N68335,"NAVAIR LAKEHURST SE STAGING FA, 547",97,DEPARTMENT OF DEFENSE (DOD),N3555A,NAVAL AIR WARFARE CTR AIRCRAFT DIV
97,DEPARTMENT OF DEFENSE (DOD),N68335,"NAVAIR LAKEHURST SE STAGING FA, 547",97,DEPARTMENT OF DEFENSE (DOD),N39040,PORTSMOUTH NAVAL SHIPYARD GF
97,DEPARTMENT OF DEFENSE (DOD),N68335,"NAVAIR LAKEHURST SE STAGING FA, 547",97,DEPARTMENT OF DEFENSE (DOD),N61331,NAVAL SURFACE WARFARE CENTER
97,DEPARTMENT OF DEFENSE (DOD),N68335,"NAVAIR LAKEHURST SE STAGING FA, 547",97,DEPARTMENT OF DEFENSE (DOD),N61339,NAVAL AIR WARFARE CENTER
97,DEPARTMENT OF DEFENSE (DOD),N68335,"NAVAIR LAKEHURST SE STAGING FA, 547",97,DEPARTMENT OF DEFENSE (DOD),N63394,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N68335,"NAVAIR LAKEHURST SE STAGING FA, 547",97,DEPARTMENT OF DEFENSE (DOD),N65540,NSWC CARDEROCK DET PHILA
97,DEPARTMENT OF DEFENSE (DOD),N68335,"NAVAIR LAKEHURST SE STAGING FA, 547",97,DEPARTMENT OF DEFENSE (DOD),N65886,FLEET READINESS CENTER SOUTHEAST
97,DEPARTMENT OF DEFENSE (DOD),N68335,"NAVAIR LAKEHURST SE STAGING FA, 547",97,DEPARTMENT OF DEFENSE (DOD),N65888,FLEET READINESS CENTER SOUTHWEST
97,DEPARTMENT OF DEFENSE (DOD),N68335,"NAVAIR LAKEHURST SE STAGING FA, 547",97,DEPARTMENT OF DEFENSE (DOD),N66001,NIWC PACIFIC
97,DEPARTMENT OF DEFENSE (DOD),N68335,"NAVAIR LAKEHURST SE STAGING FA, 547",97,DEPARTMENT OF DEFENSE (DOD),N66604,NUWC DIV NEWPORT
97,DEPARTMENT OF DEFENSE (DOD),N68335,"NAVAIR LAKEHURST SE STAGING FA, 547",97,DEPARTMENT OF DEFENSE (DOD),N68335,"NAVAIR LAKEHURST SE STAGING FA, 547"
97,DEPARTMENT OF DEFENSE (DOD),N68335,"NAVAIR LAKEHURST SE STAGING FA, 547",97,DEPARTMENT OF DEFENSE (DOD),N68438,NAVIMFAC PACNORWEST
97,DEPARTMENT OF DEFENSE (DOD),N68335,"NAVAIR LAKEHURST SE STAGING FA, 547",97,DEPARTMENT OF DEFENSE (DOD),N68936,NAVAL AIR WARFARE CENTER
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV,97,DEPARTMENT OF DEFENSE (DOD),N00014,OFFICE OF NAVAL RESEARCH
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV,97,DEPARTMENT OF DEFENSE (DOD),N00019,NAVAL AIR SYSTEMS COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV,97,DEPARTMENT OF DEFENSE (DOD),N00023,NAVAL SUPPLY SYSTEMS COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV,97,DEPARTMENT OF DEFENSE (DOD),N00024,NAVSEA HQ
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV,97,DEPARTMENT OF DEFENSE (DOD),N00164,NSWC CRANE
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV,97,DEPARTMENT OF DEFENSE (DOD),N00167,NSWC CARDEROCK
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV,97,DEPARTMENT OF DEFENSE (DOD),N00174,NSWC INDIAN HEAD DIVISION
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV,97,DEPARTMENT OF DEFENSE (DOD),N0024B,NAVSEA 01P1 ERP
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV,97,DEPARTMENT OF DEFENSE (DOD),N00421,NAVAL AIR WARFARE CENTER AIR DIV
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV,97,DEPARTMENT OF DEFENSE (DOD),N3555A,NAVAL AIR WARFARE CTR AIRCRAFT DIV
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV,97,DEPARTMENT OF DEFENSE (DOD),N39040,PORTSMOUTH NAVAL SHIPYARD GF
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV,97,DEPARTMENT OF DEFENSE (DOD),N61331,NAVAL SURFACE WARFARE CENTER
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV,97,DEPARTMENT OF DEFENSE (DOD),N61340,NAWC TRAINING SYSTEMS DIV
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV,97,DEPARTMENT OF DEFENSE (DOD),N63394,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV,97,DEPARTMENT OF DEFENSE (DOD),N64142,COMPTROLLER NAWCAD
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV,97,DEPARTMENT OF DEFENSE (DOD),N65540,NSWC CARDEROCK DET PHILA
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV,97,DEPARTMENT OF DEFENSE (DOD),N65886,FLEET READINESS CENTER SOUTHEAST
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV,97,DEPARTMENT OF DEFENSE (DOD),N65888,FLEET READINESS CENTER SOUTHWEST
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV,97,DEPARTMENT OF DEFENSE (DOD),N65923,FLEET READINESS CENTER EAST
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV,97,DEPARTMENT OF DEFENSE (DOD),N66001,NIWC PACIFIC
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV,97,DEPARTMENT OF DEFENSE (DOD),N66604,NUWC DIV NEWPORT
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV,97,DEPARTMENT OF DEFENSE (DOD),N68333,US NAVY ORGANIZATIONAL
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV,97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV,97,DEPARTMENT OF DEFENSE (DOD),N68778,FLEET READINESS CENTER ASE
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N00014,OFFICE OF NAVAL RESEARCH
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N00019,NAVAL AIR SYSTEMS COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N00023,NAVAL SUPPLY SYSTEMS COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N00024,NAVSEA HQ
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N00030,STRATEGIC SYSTEMS PROGRAMS
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N00039,NAVAL INFORMATION WARFARE SYSTEMS
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N00042,NAVAL EDUCATION AND TRAINING
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N00164,NSWC CRANE
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N00167,NSWC CARDEROCK
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N00173,NAVAL RESEARCH LABORATORY
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N00174,NSWC INDIAN HEAD EOD TECH DIV
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N00178,NSWC DAHLGREN
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N0024B,NAVSEA 01P1 ERP
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N00253,NAVAL UNDERSEA WARFARE CENTER
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N00421,NAVAL AIR WARFARE CENTER AIR DIV
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N3555A,NAVAL AIR WARFARE CTR AIRCRAFT DIV
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N38634,NAVSURFWARCENT DET PICATINNY
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N39040,PORTSMOUTH NAVAL SHIPYARD GF
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N39430,NAVAL FACILITIES ENGINEERING AND
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N58400,NAVY REGIONAL MAINTENANCE CENTER
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N60530,NAVAL AIR WARFARE CTR WEAPONS DIV
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N61331,NAVAL SURFACE WARFARE CENTER
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N61339,NAVAL AIR WARFARE CENTER
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N61340,NAWC TRAINING SYSTEMS DIV
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N63126,NAWCWD CODE 17000E
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N63394,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N64142,COMPTROLLER NAWCAD
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N64267,NAVAL SURFACE WARFARE CENTER
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N64498,NSWC PHILADELPHIA DIV
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N65540,NSWC CARDEROCK DET PHILA
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N65886,FLEET READINESS CENTER SOUTHEAST
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N65888,FLEET READINESS CENTER SOUTHWEST
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N65923,FLEET READINESS CENTER EAST
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N66001,NIWC PACIFIC
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N66604,NUWC DIV NEWPORT
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N68355,NROTCU VIRGINIA MILITARY INSTITUTE
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N68778,FLEET READINESS CENTER ASE
97,DEPARTMENT OF DEFENSE (DOD),N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,97,DEPARTMENT OF DEFENSE (DOD),N68936,NAVAL AIR WARFARE CENTER
97,DEPARTMENT OF DEFENSE (DOD),N68350,NAVY REGION SOUTHWEST RESERVE,97,DEPARTMENT OF DEFENSE (DOD),N68350,NAVY REGION SOUTHWEST RESERVE
97,DEPARTMENT OF DEFENSE (DOD),N68355,NROTCU VIRGINIA MILITARY INSTITUTE,97,DEPARTMENT OF DEFENSE (DOD),N00076,NAVAL EDUCATION AND TRAINING
97,DEPARTMENT OF DEFENSE (DOD),N68355,NROTCU VIRGINIA MILITARY INSTITUTE,97,DEPARTMENT OF DEFENSE (DOD),N3560A,NAVAL SERVICE TRAINING COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N68358,NAV REG SE RCC JAX,97,DEPARTMENT OF DEFENSE (DOD),N68358,NAV REG SE RCC JAX
97,DEPARTMENT OF DEFENSE (DOD),N68470,US NAVAL HOSPITAL OKINAWA,97,DEPARTMENT OF DEFENSE (DOD),N68470,US NAVAL HOSPITAL OKINAWA
97,DEPARTMENT OF DEFENSE (DOD),N68475,RCC FORT WORTH,97,DEPARTMENT OF DEFENSE (DOD),N68475,RCC FORT WORTH
97,DEPARTMENT OF DEFENSE (DOD),N68520,FLEET READINESS CENTER,97,DEPARTMENT OF DEFENSE (DOD),N00421,NAVAL AIR WARFARE CENTER AIR DIV
97,DEPARTMENT OF DEFENSE (DOD),N68520,FLEET READINESS CENTER,97,DEPARTMENT OF DEFENSE (DOD),N68520,FLEET READINESS CENTER
97,DEPARTMENT OF DEFENSE (DOD),N68546,NAVY-MARINE CORPS PUBLIC HEALTH CTR,97,DEPARTMENT OF DEFENSE (DOD),N68546,NAVY-MARINE CORPS PUBLIC HEALTH CTR
97,DEPARTMENT OF DEFENSE (DOD),N68546,NAVY-MARINE CORPS PUBLIC HEALTH CTR,97,DEPARTMENT OF DEFENSE (DOD),N68550,PERSONNEL SUPPORT DETACHMENT OCEANA
97,DEPARTMENT OF DEFENSE (DOD),N68546,NAVY-MARINE CORPS PUBLIC HEALTH CTR,97,DEPARTMENT OF DEFENSE (DOD),N68849,NAVY DRUG SCREENING LABORATORY
97,DEPARTMENT OF DEFENSE (DOD),N68546,NAVY-MARINE CORPS PUBLIC HEALTH CTR,97,DEPARTMENT OF DEFENSE (DOD),N68850,NAVAL DRUG SCREENING LABORATORY
97,DEPARTMENT OF DEFENSE (DOD),N68610,NAVY EXPEDITIONARY MD SUPPORT CMD,97,DEPARTMENT OF DEFENSE (DOD),N68610,NAVY EXPEDITIONARY MD SUPPORT CMD
97,DEPARTMENT OF DEFENSE (DOD),N68692,NROTCU UNIVERSITY OF SAN DIEGO,97,DEPARTMENT OF DEFENSE (DOD),N00076,NAVAL EDUCATION AND TRAINING
97,DEPARTMENT OF DEFENSE (DOD),N68692,NROTCU UNIVERSITY OF SAN DIEGO,97,DEPARTMENT OF DEFENSE (DOD),N3560A,NAVAL SERVICE TRAINING COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N68692,NROTCU UNIVERSITY OF SAN DIEGO,97,DEPARTMENT OF DEFENSE (DOD),N3560P,NSTC GREAT LAKES PENSACOLA PRO SRI
97,DEPARTMENT OF DEFENSE (DOD),N68692,NROTCU UNIVERSITY OF SAN DIEGO,97,DEPARTMENT OF DEFENSE (DOD),N68732,DEFENSE FINANCE AND ACCOUNTING SERV
97,DEPARTMENT OF DEFENSE (DOD),N68710,NROTCU VIRGINIA POLYTECHNIC,97,DEPARTMENT OF DEFENSE (DOD),N3560P,NSTC GREAT LAKES PENSACOLA PRO SRI
97,DEPARTMENT OF DEFENSE (DOD),N68717,NROTCU  BOSTON CONSORTIUM,97,DEPARTMENT OF DEFENSE (DOD),N3560A,NAVAL SERVICE TRAINING COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N68717,NROTCU  BOSTON CONSORTIUM,97,DEPARTMENT OF DEFENSE (DOD),N3560P,NSTC GREAT LAKES PENSACOLA PRO SRI
97,DEPARTMENT OF DEFENSE (DOD),N68717,NROTCU  BOSTON CONSORTIUM,97,DEPARTMENT OF DEFENSE (DOD),N68732,DEFENSE FINANCE AND ACCOUNTING SERV
97,DEPARTMENT OF DEFENSE (DOD),N68725,NROTCU UNIVERSITY OF ARIZONA,97,DEPARTMENT OF DEFENSE (DOD),N3560A,NAVAL SERVICE TRAINING COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N68725,NROTCU UNIVERSITY OF ARIZONA,97,DEPARTMENT OF DEFENSE (DOD),N3560P,NSTC GREAT LAKES PENSACOLA PRO SRI
97,DEPARTMENT OF DEFENSE (DOD),N68726,NROTCU GEORGE WASHINGTON UNIVERSITY,97,DEPARTMENT OF DEFENSE (DOD),N3560A,NAVAL SERVICE TRAINING COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N68726,NROTCU GEORGE WASHINGTON UNIVERSITY,97,DEPARTMENT OF DEFENSE (DOD),N3560P,NSTC GREAT LAKES PENSACOLA PRO SRI
97,DEPARTMENT OF DEFENSE (DOD),N68726,NROTCU GEORGE WASHINGTON UNIVERSITY,97,DEPARTMENT OF DEFENSE (DOD),N68726,NROTCU GEORGE WASHINGTON UNIVERSITY
97,DEPARTMENT OF DEFENSE (DOD),N68728,NROTCU NORWICH UNIVERSITY,97,DEPARTMENT OF DEFENSE (DOD),N3560A,NAVAL SERVICE TRAINING COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N68728,NROTCU NORWICH UNIVERSITY,97,DEPARTMENT OF DEFENSE (DOD),N3560P,NSTC GREAT LAKES PENSACOLA PRO SRI
97,DEPARTMENT OF DEFENSE (DOD),N68728,NROTCU NORWICH UNIVERSITY,97,DEPARTMENT OF DEFENSE (DOD),N68728,NROTCU NORWICH UNIVERSITY
97,DEPARTMENT OF DEFENSE (DOD),N68734,NCTAMSLANT DET JACKSONVILLE,97,DEPARTMENT OF DEFENSE (DOD),N68734,NCTAMSLANT DET JACKSONVILLE
97,DEPARTMENT OF DEFENSE (DOD),N68742,NAVY REGION NORTHWEST,97,DEPARTMENT OF DEFENSE (DOD),N68742,NAVY REGION NORTHWEST
97,DEPARTMENT OF DEFENSE (DOD),N68836,NAVSUP FLT LOG CTR JACKSONVILLE,97,DEPARTMENT OF DEFENSE (DOD),N00019,NAVAL AIR SYSTEMS COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N68836,NAVSUP FLT LOG CTR JACKSONVILLE,97,DEPARTMENT OF DEFENSE (DOD),N00022,CHIEF OF NAVAL PERSONNEL
97,DEPARTMENT OF DEFENSE (DOD),N68836,NAVSUP FLT LOG CTR JACKSONVILLE,97,DEPARTMENT OF DEFENSE (DOD),N00024,NAVSEA HQ
